,question,answer,document
108,É Fada!,https://globoplay.globo.com/e-fada!/t/nGB2zyRZ8G/,https://globoplay.globo.com/categorias/filmes-de-comedia/
109,Até Que A Sorte Nos Separe 3: A Falência Final,https://globoplay.globo.com/ate-que-a-sorte-nos-separe-3-a-falencia-final/t/yd7XGKXBsb/,https://globoplay.globo.com/categorias/filmes-de-comedia/
110,Um Namorado Para o Natal,https://globoplay.globo.com/um-namorado-para-o-natal/t/TxRwpbPkV5/,https://globoplay.globo.com/categorias/filmes-de-comedia/
111,"Saneamento Básico, O Filme",https://globoplay.globo.com/saneamento-basico-o-filme/t/fcDXBmQBH1/,https://globoplay.globo.com/categorias/filmes-de-comedia/
112,Um Espião E Meio,https://globoplay.globo.com/um-espiao-e-meio/t/BDRNkSV2pD/,https://globoplay.globo.com/categorias/filmes-de-comedia/
113,Gaby Estrella: O Filme,https://globoplay.globo.com/gaby-estrella-o-filme/t/cLbgsMwkSC/,https://globoplay.globo.com/categorias/filmes-de-comedia/
114,Um Natal Para Recordar,https://globoplay.globo.com/um-natal-para-recordar/t/vDjbYLvq1q/,https://globoplay.globo.com/categorias/filmes-de-comedia/
115,Um Natal nas Estrelas,https://globoplay.globo.com/um-natal-nas-estrelas/t/ySH6RHdCzq/,https://globoplay.globo.com/categorias/filmes-de-comedia/
116,Meu Passado Me Condena - O Filme,https://globoplay.globo.com/meu-passado-me-condena-o-filme/t/jX1jGktRZb/,https://globoplay.globo.com/categorias/filmes-de-comedia/
117,Decorando o Natal,https://globoplay.globo.com/decorando-o-natal/t/dV2XgG6zsq/,https://globoplay.globo.com/categorias/filmes-de-comedia/
118,Sem Reservas,https://globoplay.globo.com/sem-reservas/t/DNBCjDmQLH/,https://globoplay.globo.com/categorias/filmes-de-comedia/
119,Natal em Graceland: Em casa com Amor,https://globoplay.globo.com/natal-em-graceland-em-casa-com-amor/t/8Ys2nRW99b/,https://globoplay.globo.com/categorias/filmes-de-comedia/
120,Natal em Graceland: Em casa com Amor,https://globoplay.globo.com/natal-em-graceland-em-casa-com-amor/t/8Ys2nRW99b/,https://globoplay.globo.com/categorias/filmes-de-comedia/
121,Macunaíma,https://globoplay.globo.com/macunaima/t/x2yRnx7zxf/,https://globoplay.globo.com/categorias/filmes-de-comedia/
122,Um Natal Perfeito,https://globoplay.globo.com/um-natal-perfeito/t/Ngbt2b5R1D/,https://globoplay.globo.com/categorias/filmes-de-comedia/
123,Hoje é Dia de Maria - O Filme,https://globoplay.globo.com/hoje-e-dia-de-maria-o-filme/t/WdCwLFpS1V/,https://globoplay.globo.com/categorias/filmes-de-comedia/
124,Natal no Hotel Plaza,https://globoplay.globo.com/natal-no-hotel-plaza/t/GKYPTKYBv5/,https://globoplay.globo.com/categorias/filmes-de-comedia/
125,Gosto Se Discute,https://globoplay.globo.com/gosto-se-discute/t/VbPqywzxhv/,https://globoplay.globo.com/categorias/filmes-de-comedia/
126,"Socorro, Virei Uma Garota!",https://globoplay.globo.com/socorro-virei-uma-garota!/t/XpxZhpwWHV/,https://globoplay.globo.com/categorias/filmes-de-comedia/
127,A Escolha Perfeita 2,https://globoplay.globo.com/a-escolha-perfeita-2/t/SgzXG9JXr2/,https://globoplay.globo.com/categorias/filmes-de-comedia/
128,Confissões de Natal,https://globoplay.globo.com/confissoes-de-natal/t/np8XHs7ZCC/,https://globoplay.globo.com/categorias/filmes-de-comedia/
129,A Família Addams (2019),https://globoplay.globo.com/a-familia-addams-2019/t/vSvPYcJ6vc/,https://globoplay.globo.com/categorias/filmes-de-comedia/
