,question,answer,document
101,Houve Uma Vez Dois Verões,https://globoplay.globo.com/houve-uma-vez-dois-veroes/t/HC1X28ZGdj/,https://globoplay.globo.com/categorias/filmes-romanticos/
102,Mickey Olhos Azuis,https://globoplay.globo.com/mickey-olhos-azuis/t/BwDHKYPSY9/,https://globoplay.globo.com/categorias/filmes-romanticos/
103,Alice não mora mais aqui,https://globoplay.globo.com/alice-nao-mora-mais-aqui/t/YQpd7MxXRD/,https://globoplay.globo.com/categorias/filmes-romanticos/
104,Nunca Beije Um Homem Em Um Suéter de Natal,https://globoplay.globo.com/nunca-beije-um-homem-em-um-sueter-de-natal/t/512rBWKLNc/,https://globoplay.globo.com/categorias/filmes-romanticos/
105,Licença para Casar,https://globoplay.globo.com/licenca-para-casar/t/hGKwDWxq5Y/,https://globoplay.globo.com/categorias/filmes-romanticos/
106,Apenas Amigos,https://globoplay.globo.com/apenas-amigos/t/wycRYMLSgv/,https://globoplay.globo.com/categorias/filmes-romanticos/
107,Dois Mais Dois,https://globoplay.globo.com/dois-mais-dois/t/FdLnmfKZTC/,https://globoplay.globo.com/categorias/filmes-romanticos/
108,Menino Do Rio,https://globoplay.globo.com/menino-do-rio/t/hj2c6YSw1f/,https://globoplay.globo.com/categorias/filmes-romanticos/
109,Real Beleza,https://globoplay.globo.com/real-beleza/t/dVQshK9HqN/,https://globoplay.globo.com/categorias/filmes-romanticos/
110,Uma Viagem de Natal,https://globoplay.globo.com/uma-viagem-de-natal/t/H6Gt99Znjt/,https://globoplay.globo.com/categorias/filmes-romanticos/
111,Um Romance de Natal,https://globoplay.globo.com/um-romance-de-natal/t/TRsRBrZn8C/,https://globoplay.globo.com/categorias/filmes-romanticos/
112,Tesouros Da Vida,https://globoplay.globo.com/tesouros-da-vida/t/XqZk99v2LP/,https://globoplay.globo.com/categorias/filmes-romanticos/
113,Não Conte Para Ela,https://globoplay.globo.com/nao-conte-para-ela/t/XmRSsMLj12/,https://globoplay.globo.com/categorias/filmes-romanticos/
114,A Economia Do Amor,https://globoplay.globo.com/a-economia-do-amor/t/wQJYVtPrkh/,https://globoplay.globo.com/categorias/filmes-romanticos/
115,"Hitch, Conselheiro Amoroso",https://globoplay.globo.com/hitch-conselheiro-amoroso/t/6fr2yKpVNn/,https://globoplay.globo.com/categorias/filmes-romanticos/
116,As Montanhas Se Separam,https://globoplay.globo.com/as-montanhas-se-separam/t/JrcgLwQZn1/,https://globoplay.globo.com/categorias/filmes-romanticos/
117,Entre Nós,https://globoplay.globo.com/entre-nos/t/1q5VH2TYZR/,https://globoplay.globo.com/categorias/filmes-romanticos/
118,A Melhor Cidade Para o Natal,https://globoplay.globo.com/a-melhor-cidade-para-o-natal/t/ngrNVRVP1r/,https://globoplay.globo.com/categorias/filmes-romanticos/
119,Inocência,https://globoplay.globo.com/inocencia/t/fqND9hRc5M/,https://globoplay.globo.com/categorias/filmes-romanticos/
120,De Frente Com Meu Ex,https://globoplay.globo.com/de-frente-com-meu-ex/t/qypH168QzB/,https://globoplay.globo.com/categorias/filmes-romanticos/
121,Amor por Acidente,https://globoplay.globo.com/amor-por-acidente/t/Cns9KHRsrM/,https://globoplay.globo.com/categorias/filmes-romanticos/
122,As Apimentadas,https://globoplay.globo.com/as-apimentadas/t/C2L5fTVpXP/,https://globoplay.globo.com/categorias/filmes-romanticos/
123,Bem a Tempo Para o Natal,https://globoplay.globo.com/bem-a-tempo-para-o-natal/t/SRddC8X1VC/,https://globoplay.globo.com/categorias/filmes-romanticos/
124,Amor ao Primeiro Filho,https://globoplay.globo.com/amor-ao-primeiro-filho/t/2QjdZN8nkd/,https://globoplay.globo.com/categorias/filmes-romanticos/
125,Anos Felizes,https://globoplay.globo.com/anos-felizes/t/ZyzWWKwS7B/,https://globoplay.globo.com/categorias/filmes-romanticos/
126,O Trem do Natal,https://globoplay.globo.com/o-trem-do-natal/t/yJghX8H69B/,https://globoplay.globo.com/categorias/filmes-romanticos/
127,Uma Canção de Natal,https://globoplay.globo.com/uma-cancao-de-natal/t/TSpffNwhMM/,https://globoplay.globo.com/categorias/filmes-romanticos/
128,Um Buquê de Natal,https://globoplay.globo.com/um-buque-de-natal/t/cMwfZKgwQC/,https://globoplay.globo.com/categorias/filmes-romanticos/
129,O Bebê De Bridget Jones,https://globoplay.globo.com/o-bebe-de-bridget-jones/t/wSbt1PyvtV/,https://globoplay.globo.com/categorias/filmes-romanticos/
130,Amor ao Quadrado,https://globoplay.globo.com/amor-ao-quadrado/t/NTwWdndnyN/,https://globoplay.globo.com/categorias/filmes-romanticos/
131,12 Dias de Presentes,https://globoplay.globo.com/12-dias-de-presentes/t/gtpxSNGzwv/,https://globoplay.globo.com/categorias/filmes-romanticos/
132,Dois Mais Dois,https://globoplay.globo.com/dois-mais-dois/t/FdLnmfKZTC/,https://globoplay.globo.com/categorias/filmes-romanticos/
133,Eu Odeio O Dia Dos Namorados,https://globoplay.globo.com/eu-odeio-o-dia-dos-namorados/t/hG6xyrMHsV/,https://globoplay.globo.com/categorias/filmes-romanticos/
134,Música para Morrer de Amor,https://globoplay.globo.com/musica-para-morrer-de-amor/t/kjwR5NSGRm/,https://globoplay.globo.com/categorias/filmes-romanticos/
135,Natal em Conway,https://globoplay.globo.com/natal-em-conway/t/KRY1wCQrCV/,https://globoplay.globo.com/categorias/filmes-romanticos/
136,Segunda Chance Para o Primeiro Amor,https://globoplay.globo.com/segunda-chance-para-o-primeiro-amor/t/gdzb6pmCv9/,https://globoplay.globo.com/categorias/filmes-romanticos/
137,Um Perfil Para Dois,https://globoplay.globo.com/um-perfil-para-dois/t/KqvTpFmPds/,https://globoplay.globo.com/categorias/filmes-romanticos/
138,A Verdade Nua E Crua,https://globoplay.globo.com/a-verdade-nua-e-crua/t/dQhGvZ2dfM/,https://globoplay.globo.com/categorias/filmes-romanticos/
139,Uma Manhã Gloriosa,https://globoplay.globo.com/uma-manha-gloriosa/t/rSLVvCX72k/,https://globoplay.globo.com/categorias/filmes-romanticos/
140,O Melhor Presente é o Amor,https://globoplay.globo.com/o-melhor-presente-e-o-amor/t/MC9Jg7Pcqh/,https://globoplay.globo.com/categorias/filmes-romanticos/
141,O Casamento dos Meus Sonhos,https://globoplay.globo.com/o-casamento-dos-meus-sonhos/t/khbydzfTnj/,https://globoplay.globo.com/categorias/filmes-romanticos/
142,2 Corações,https://globoplay.globo.com/2-coracoes/t/MHpVHkvmVc/,https://globoplay.globo.com/categorias/filmes-romanticos/
143,O Piano,https://globoplay.globo.com/o-piano/t/9y8g5rscWh/,https://globoplay.globo.com/categorias/filmes-romanticos/
144,Fallen,https://globoplay.globo.com/fallen/t/Wc1BHq26hR/,https://globoplay.globo.com/categorias/filmes-romanticos/
145,Flashdance,https://globoplay.globo.com/flashdance/t/qJTSZP1fNv/,https://globoplay.globo.com/categorias/filmes-romanticos/
146,De Repente Mãe,https://globoplay.globo.com/de-repente-mae/t/CgsbBy7BrR/,https://globoplay.globo.com/categorias/filmes-romanticos/
147,A Comunidade,https://globoplay.globo.com/a-comunidade/t/XMVzJR1PRY/,https://globoplay.globo.com/categorias/filmes-romanticos/
148,A Sorte Em Suas Mãos,https://globoplay.globo.com/a-sorte-em-suas-maos/t/gzWqWtYTGk/,https://globoplay.globo.com/categorias/filmes-romanticos/
149,Sexy por Acidente,https://globoplay.globo.com/sexy-por-acidente/t/YyYSMzTDJq/,https://globoplay.globo.com/categorias/filmes-romanticos/
150,L.O.C.A.,https://globoplay.globo.com/loca/t/YrTTbmjhY7/,https://globoplay.globo.com/categorias/filmes-romanticos/
151,Quem Você Pensa que Sou,https://globoplay.globo.com/quem-voce-pensa-que-sou/t/8BSSRpXfbT/,https://globoplay.globo.com/categorias/filmes-romanticos/
152,Coração Violento,https://globoplay.globo.com/coracao-violento/t/bbfqZY8FR2/,https://globoplay.globo.com/categorias/filmes-romanticos/
153,Encontros E Desencontros,https://globoplay.globo.com/encontros-e-desencontros/t/6h6Xg5WGYC/,https://globoplay.globo.com/categorias/filmes-romanticos/
154,Centro Do Meu Mundo,https://globoplay.globo.com/centro-do-meu-mundo/t/ykKzDNg5tS/,https://globoplay.globo.com/categorias/filmes-romanticos/
155,Love Story - Uma História De Amor,https://globoplay.globo.com/love-story-uma-historia-de-amor/t/VvhZMhGsTk/,https://globoplay.globo.com/categorias/filmes-romanticos/
156,Footloose (2011),https://globoplay.globo.com/footloose-2011/t/jyRVYnM6Lg/,https://globoplay.globo.com/categorias/filmes-romanticos/
157,A Flor Do Meu Segredo,https://globoplay.globo.com/a-flor-do-meu-segredo/t/1TxkbZDM21/,https://globoplay.globo.com/categorias/filmes-romanticos/
158,Uma Noite Não É Nada,https://globoplay.globo.com/uma-noite-nao-e-nada/t/gxxfgZm5M2/,https://globoplay.globo.com/categorias/filmes-romanticos/
159,Footloose - Ritmo Louco,https://globoplay.globo.com/footloose-ritmo-louco/t/vCnx6JrWrK/,https://globoplay.globo.com/categorias/filmes-romanticos/
160,As Donas do Pedaço,https://globoplay.globo.com/as-donas-do-pedaco/t/JwXJYvcWJ7/,https://globoplay.globo.com/categorias/filmes-romanticos/
161,Antes Só Do Que Mal Casado,https://globoplay.globo.com/antes-so-do-que-mal-casado/t/Jw1KxZjBDD/,https://globoplay.globo.com/categorias/filmes-romanticos/
162,A Irmã do Noivo,https://globoplay.globo.com/a-irma-do-noivo/t/dwFRBVQN6G/,https://globoplay.globo.com/categorias/filmes-romanticos/
163,Amor no Dia dos Namorados,https://globoplay.globo.com/amor-no-dia-dos-namorados/t/s9DfYMDNmN/,https://globoplay.globo.com/categorias/filmes-romanticos/
164,O Marido Perdido,https://globoplay.globo.com/o-marido-perdido/t/TdymYSBMrT/,https://globoplay.globo.com/categorias/filmes-romanticos/
165,Retrato de Uma Jovem em Chamas,https://globoplay.globo.com/retrato-de-uma-jovem-em-chamas/t/YGWdzNd1Pz/,https://globoplay.globo.com/categorias/filmes-romanticos/
166,A Vida em Si,https://globoplay.globo.com/a-vida-em-si/t/Xx2pkmy7qm/,https://globoplay.globo.com/categorias/filmes-romanticos/
167,Um Dia de Chuva em Nova York,https://globoplay.globo.com/um-dia-de-chuva-em-nova-york/t/YNwFW9YtMV/,https://globoplay.globo.com/categorias/filmes-romanticos/
168,Casa Amor,https://globoplay.globo.com/casa-amor/t/bBLJDMT9nt/,https://globoplay.globo.com/categorias/filmes-romanticos/
169,"Conquistar, Amar E Viver Intensamente",https://globoplay.globo.com/conquistar-amar-e-viver-intensamente/t/xs9PFFhgVP/,https://globoplay.globo.com/categorias/filmes-romanticos/
170,Ponto Final: Match Point,https://globoplay.globo.com/ponto-final-match-point/t/82WhyLhKTL/,https://globoplay.globo.com/categorias/filmes-romanticos/
